Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-294.156,4195.0,15.0,115,14.23,5.7,24.805,97.6,248.4004,0.12,0.1,0.43,2.1,0.14,1.9,0.09,0.02,0.03,0.385,0.09,33.268
-47.845,19.0,30.0,0,10.83,3.94,25.844,63.0,171.5275,0.57,0.28,1.62,20.4,0.13,19.5,0.26,0.07,8.6,0.0,0.26,33.764
-47.845,19.0,30.0,2,10.83,3.94,25.844,63.0,171.5275,0.57,0.28,1.62,20.4,0.13,19.5,0.26,0.07,8.6,0.004,0.26,33.764
-47.845,19.0,30.0,10,10.84,3.94,25.84,63.0,171.5281,0.54,0.23,1.61,20.2,0.13,19.3,0.25,0.07,8.2,0.021,0.25,33.761
-47.845,19.0,30.0,20,10.58,3.64,25.915,57.9,158.456,0.52,0.28,1.73,22.2,0.12,20.8,0.22,0.07,6.8,0.043,0.22,33.799
-47.845,19.0,30.0,22,10.55,3.59,25.928,57.1,156.2774,0.5,0.28,1.75,22.6,0.12,21.1,0.21,0.07,6.4,0.047,0.21,33.809
-47.845,19.0,30.0,30,10.17,3.39,26.038,53.5,147.5554,0.43,0.28,1.8,24.0,0.11,21.8,0.19,0.06,4.0,0.063,0.19,33.865
-47.845,19.0,30.0,35,10.09,2.99,26.063,47.1,130.1415,0.33,0.3,1.92,26.3,0.1,23.3,0.14,0.05,2.5,0.073,0.14,33.88
-47.845,19.0,30.0,44,9.89,2.73,26.122,42.8,118.818,0.3,0.27,2.0,27.9,0.09,24.7,0.11,0.04,0.85,0.09,0.11,33.912
-47.845,19.0,30.0,50,9.75,2.59,26.161,40.5,112.7205,0.29,0.31,2.04,28.6,0.08,25.1,0.09,0.04,0.56,0.101,0.09,33.932
-47.845,19.0,30.0,61,9.64,2.36,26.205,36.8,102.7062,0.21,0.3,2.11,30.6,0.07,26.3,0.06,0.03,0.04,0.122,0.06,33.965
-163.03,4161.0,19.0,0,12.31,6.29,24.957,103.3,274.0714,0.64,0.2,0.62,6.7,0.08,4.0,0.09,0.11,12.4,0.0,0.09,32.973
-163.03,4161.0,19.0,2,12.31,6.29,24.957,103.3,274.0714,0.64,0.2,0.62,6.7,0.08,4.0,0.09,0.11,12.4,0.006,0.09,32.973
-163.03,4161.0,19.0,10,12.31,6.29,24.957,103.3,274.0714,0.79,0.14,0.63,6.7,0.09,3.9,0.11,0.11,17.4,0.03,0.11,32.973
-163.03,4161.0,19.0,20,12.13,6.28,25.018,102.8,273.6194,0.72,0.22,0.63,6.9,0.09,4.1,0.11,0.14,14.4,0.059,0.11,33.007
-163.03,4161.0,19.0,21,12.14,6.28,25.013,102.8,273.6207,0.71,0.23,0.63,6.9,0.09,4.1,0.11,0.14,14.1,0.062,0.11,33.003
-163.03,4161.0,19.0,30,11.93,6.2,25.153,101.1,270.0982,0.81,0.36,0.71,8.1,0.11,5.6,0.21,0.12,10.3,0.088,0.21,33.132
-163.03,4161.0,19.0,32,11.9,6.17,25.185,100.6,268.7829,0.84,0.38,0.74,8.4,0.12,6.0,0.23,0.12,9.3,0.094,0.23,33.166
-163.03,4161.0,19.0,41,11.45,5.98,25.298,96.6,260.4772,0.85,0.37,0.85,9.7,0.14,7.8,0.2,0.07,4.6,0.118,0.2,33.205
-163.03,4161.0,19.0,50,11.46,5.85,25.352,94.5,254.8013,0.53,0.33,0.9,10.2,0.14,8.8,0.19,0.04,2.0,0.142,0.19,33.276
-163.03,4161.0,19.0,57,10.57,5.25,25.437,83.2,228.6489,0.06,0.09,1.07,10.8,0.03,11.7,0.0,0.02,0.04,0.16,0.0,33.182
-51.07,1640.0,14.0,0,12.61,6.01,25.453,99.8,261.7444,2.07,0.57,0.67,3.2,0.12,6.0,0.82,0.25,22.3,0.0,0.82,33.687
-51.07,1640.0,14.0,1,12.61,6.01,25.453,99.8,261.7444,2.07,0.57,0.67,3.2,0.12,6.0,0.82,0.25,22.3,0.003,0.82,33.687
-51.07,1640.0,14.0,6,12.53,6.0,25.468,99.4,261.3051,1.97,0.58,0.64,3.1,0.12,6.1,1.01,0.31,36.1,0.015,1.01,33.686
-51.07,1640.0,14.0,10,12.52,5.99,25.466,99.3,260.8701,2.21,0.66,0.65,3.1,0.12,6.2,0.84,0.28,32.6,0.025,0.84,33.681
-51.07,1640.0,14.0,14,12.41,5.94,25.49,98.2,258.6865,2.35,0.57,0.64,3.0,0.12,6.5,0.65,0.25,29.1,0.035,0.65,33.684
-51.07,1640.0,14.0,20,12.32,5.17,25.511,85.3,225.1484,2.28,0.66,0.94,7.6,0.14,10.1,0.93,0.16,18.9,0.05,0.93,33.689
-51.07,1640.0,14.0,22,11.88,4.74,25.625,77.5,206.3994,2.26,0.69,1.12,10.5,0.15,12.3,1.02,0.13,14.6,0.055,1.02,33.728
-51.07,1640.0,14.0,27,10.59,3.43,25.912,54.6,149.3148,0.74,0.73,1.67,20.4,0.17,20.0,0.68,0.06,2.0,0.066,0.68,33.797
-51.07,1640.0,14.0,30,10.22,3.25,25.992,51.3,141.468,0.64,0.65,1.74,21.8,0.16,21.1,0.51,0.06,1.5,0.072,0.51,33.817
-51.07,1640.0,14.0,38,9.99,2.77,26.072,43.5,120.5648,0.36,0.43,1.93,25.6,0.15,24.0,0.19,0.05,0.12,0.088,0.19,33.869
-189.379,4125.0,22.0,0,12.18,6.21,25.122,101.8,270.5421,0.68,0.22,0.68,6.7,0.1,4.9,0.76,0.11,12.4,0.0,0.76,33.154
-189.379,4125.0,22.0,1,12.18,6.21,25.122,101.8,270.5421,0.68,0.22,0.68,6.7,0.1,4.9,0.76,0.11,12.4,0.003,0.76,33.154
-189.379,4125.0,22.0,7,12.07,6.16,25.133,100.8,268.3609,0.61,0.21,0.71,6.8,0.11,5.2,0.71,0.1,13.5,0.02,0.71,33.141
-189.379,4125.0,22.0,17,11.75,6.01,25.197,97.6,261.8098,0.45,0.19,0.75,7.7,0.12,6.0,0.63,0.07,6.6,0.048,0.63,33.146
-189.379,4125.0,22.0,20,11.8,6.03,25.206,98.1,262.6787,0.45,0.19,0.75,7.9,0.13,6.0,0.74,0.07,5.5,0.056,0.74,33.169
-189.379,4125.0,22.0,27,11.91,6.08,25.229,99.2,264.8509,0.45,0.2,0.76,8.2,0.15,6.1,0.95,0.06,3.6,0.075,0.95,33.226
-189.379,4125.0,22.0,30,11.92,6.07,25.231,99.0,264.4148,0.42,0.2,0.76,8.3,0.15,6.1,0.91,0.05,2.6,0.083,0.91,33.23
-189.379,4125.0,22.0,34,11.89,6.04,25.236,98.5,263.1066,0.38,0.2,0.77,8.3,0.15,6.2,0.86,0.03,1.4,0.094,0.86,33.229
-189.379,4125.0,22.0,44,11.66,5.9,25.267,95.7,257.0004,0.24,0.21,0.81,8.4,0.15,7.0,0.47,0.03,0.1,0.121,0.47,33.214
-310.074,4029.0,4.0,0,14.75,5.92,24.684,102.5,258.0183,0.2,0.02,0.34,2.4,0.0,0.0,0.0,0.05,2.4,0.0,0.0,33.258
-310.074,4029.0,4.0,1,14.75,5.92,24.684,102.5,258.0183,0.2,0.02,0.34,2.4,0.0,0.0,0.0,0.05,2.4,0.003,0.0,33.258
-310.074,4029.0,4.0,17,14.56,5.92,24.733,102.1,258.006,0.19,0.05,0.33,2.3,0.0,0.0,0.0,0.05,4.1,0.055,0.0,33.269
-310.074,4029.0,4.0,20,14.45,5.92,24.76,101.8,257.9991,0.19,0.05,0.33,2.3,0.0,0.0,0.0,0.05,4.0,0.065,0.0,33.273
-310.074,4029.0,4.0,30,14.43,5.93,24.772,102.0,258.4319,0.2,0.05,0.33,2.2,0.0,0.0,0.0,0.04,3.7,0.096,0.0,33.283
-310.074,4029.0,4.0,40,14.39,5.93,24.779,101.9,258.4301,0.25,0.06,0.33,2.1,0.0,0.0,0.0,0.04,3.4,0.128,0.0,33.28
-310.074,4029.0,4.0,50,14.4,5.93,24.776,101.9,258.4309,0.26,0.07,0.33,2.1,0.0,0.0,0.0,0.04,2.7,0.16,0.0,33.279
-310.074,4029.0,4.0,64,14.32,5.92,24.782,101.5,257.9936,0.32,0.09,0.34,2.0,0.0,0.0,0.02,0.04,1.7,0.204,0.02,33.265
-310.074,4029.0,4.0,75,14.08,5.95,24.787,101.5,259.2997,0.42,0.08,0.35,1.9,0.0,0.0,0.03,0.03,1.4,0.239,0.03,33.206
-310.074,4029.0,4.0,81,13.9,5.94,24.8,101.0,258.8607,0.35,0.15,0.37,1.8,0.01,0.0,0.11,0.03,1.3,0.258,0.11,33.174
-310.074,4029.0,4.0,100,13.35,5.72,24.925,96.1,249.2428,0.19,0.1,0.49,3.1,0.13,2.2,0.01,0.02,0.55,0.318,0.01,33.19
-310.074,4029.0,4.0,113,12.08,5.37,25.156,87.8,233.9392,0.09,0.07,0.79,5.8,0.02,6.8,0.0,0.01,0.03,0.356,0.0,33.17
-29.331,339.0,2.0,0,14.61,6.59,24.923,113.9,287.1527,0.98,0.25,0.24,0.0,0.0,0.1,0.17,0.21,15.7,0.0,0.17,33.529
-29.331,339.0,2.0,2,14.61,6.59,24.923,113.9,287.1527,0.98,0.25,0.24,0.0,0.0,0.1,0.17,0.21,15.7,0.006,0.17,33.529
-29.331,339.0,2.0,6,14.48,6.59,24.946,113.6,287.1463,1.09,0.17,0.24,0.0,0.0,0.0,0.1,0.25,22.7,0.018,0.1,33.523
-29.331,339.0,2.0,15,14.26,6.57,24.993,112.8,286.2617,1.25,0.27,0.24,0.0,0.0,0.2,0.15,0.33,20.7,0.045,0.15,33.523
-29.331,339.0,2.0,20,13.42,6.12,25.149,103.2,266.6141,1.93,0.59,0.48,2.4,0.09,2.5,0.25,0.21,18.3,0.059,0.25,33.501
-29.331,339.0,2.0,22,13.29,5.9,25.178,99.2,257.0227,2.01,0.69,0.56,3.6,0.12,3.5,0.3,0.16,16.1,0.065,0.3,33.505
-29.331,339.0,2.0,27,12.63,5.21,25.314,86.4,226.934,1.54,0.67,0.84,7.6,0.27,7.5,0.4,0.09,4.2,0.078,0.4,33.512
-29.331,339.0,2.0,30,12.28,4.89,25.389,80.5,212.98,1.21,0.62,0.98,9.4,0.25,9.7,0.37,0.08,3.1,0.086,0.37,33.522
-29.331,339.0,2.0,38,11.57,4.26,25.552,69.1,185.5114,0.5,0.43,1.25,12.9,0.21,14.4,0.18,0.06,0.17,0.106,0.18,33.56
-128.817,933.0,25.0,0,13.21,6.06,25.112,101.7,264.0098,0.91,0.18,0.54,4.6,0.09,3.3,0.08,0.09,7.3,0.0,0.08,33.4
-128.817,933.0,25.0,1,13.21,6.06,25.112,101.7,264.0098,0.91,0.18,0.54,4.6,0.09,3.3,0.08,0.09,7.3,0.003,0.08,33.4
-128.817,933.0,25.0,6,13.21,6.07,25.113,101.9,264.4452,0.89,0.25,0.55,4.6,0.09,3.3,0.12,0.09,13.7,0.017,0.12,33.4
-128.817,933.0,25.0,10,13.21,6.07,25.11,101.9,264.446,0.89,0.23,0.54,4.6,0.09,3.3,0.1,0.09,11.8,0.028,0.1,33.397
-128.817,933.0,25.0,15,13.21,6.07,25.117,101.9,264.4442,0.88,0.18,0.53,4.6,0.09,3.3,0.06,0.09,9.4,0.043,0.06,33.406
-128.817,933.0,25.0,20,13.18,6.06,25.117,101.6,264.0085,0.92,0.19,0.54,4.6,0.09,3.4,0.05,0.09,7.2,0.057,0.05,33.398
-128.817,933.0,25.0,24,13.18,6.06,25.121,101.6,264.0075,0.94,0.2,0.54,4.6,0.09,3.4,0.04,0.09,5.4,0.068,0.04,33.402
-128.817,933.0,25.0,30,13.06,6.0,25.139,100.4,261.3889,0.89,0.2,0.56,4.7,0.1,3.7,0.11,0.06,2.2,0.085,0.11,33.395
-128.817,933.0,25.0,31,13.05,5.99,25.154,100.2,260.9495,0.88,0.2,0.57,4.7,0.1,3.8,0.13,0.05,1.7,0.088,0.13,33.412
-128.817,933.0,25.0,42,12.89,5.9,25.19,98.4,257.0197,0.91,0.25,0.64,4.9,0.13,4.8,0.26,0.04,0.15,0.119,0.26,33.417
-287.948,4069.0,20.0,0,13.54,6.06,24.771,102.2,264.0976,0.32,0.06,0.37,2.4,0.01,0.1,0.0,0.05,4.2,0.0,0.0,33.044
-287.948,4069.0,20.0,2,13.54,6.06,24.771,102.2,264.0976,0.32,0.06,0.37,2.4,0.01,0.1,0.0,0.05,4.2,0.006,0.0,33.044
-287.948,4069.0,20.0,10,13.52,6.06,24.773,102.1,264.0971,0.31,0.07,0.37,2.4,0.01,0.1,0.0,0.04,4.8,0.032,0.0,33.041
-287.948,4069.0,20.0,12,13.52,6.06,24.774,102.1,264.0969,0.31,0.07,0.37,2.4,0.01,0.1,0.0,0.04,4.9,0.038,0.0,33.043
-287.948,4069.0,20.0,20,13.5,6.06,24.777,102.1,264.0961,0.34,0.11,0.36,2.4,0.01,0.1,0.0,0.04,4.3,0.063,0.0,33.041
-287.948,4069.0,20.0,28,13.51,6.06,24.777,102.1,264.0961,0.32,0.05,0.36,2.5,0.01,0.1,0.02,0.04,3.3,0.089,0.02,33.043
-287.948,4069.0,20.0,30,13.5,6.06,24.777,102.1,264.0961,0.31,0.06,0.36,2.5,0.01,0.1,0.01,0.04,3.0,0.095,0.01,33.041
-287.948,4069.0,20.0,42,13.5,6.06,24.781,102.1,264.0951,0.33,0.08,0.37,2.4,0.01,0.1,0.01,0.03,1.5,0.133,0.01,33.046
-287.948,4069.0,20.0,50,13.5,6.05,24.779,101.9,263.6598,0.33,0.08,0.37,2.3,0.01,0.1,0.01,0.03,0.83,0.158,0.01,33.042
-287.948,4069.0,20.0,75,13.44,6.04,24.793,101.6,263.2204,0.31,0.1,0.38,2.3,0.02,0.2,0.09,0.02,0.03,0.238,0.09,33.044
-34.469,636.0,4.0,0,15.73,6.18,24.659,109.2,269.3567,0.43,0.08,0.27,5.2,0.0,0.0,0.08,0.2,9.6,0.0,0.08,33.505
-34.469,636.0,4.0,2,15.73,6.18,24.66,109.2,269.3565,0.43,0.08,0.27,5.2,0.0,0.0,0.08,0.2,9.6,0.007,0.08,33.505
-34.469,636.0,4.0,7,15.37,6.22,24.737,109.2,271.0795,0.54,0.09,0.26,5.1,0.0,0.0,0.03,0.28,13.4,0.023,0.03,33.502
-34.469,636.0,4.0,10,15.11,6.25,24.79,109.1,272.3729,0.59,0.1,0.26,5.1,0.0,0.0,0.04,0.28,13.8,0.032,0.04,33.496
-34.469,636.0,4.0,17,14.91,6.31,24.833,109.7,274.9761,0.82,0.18,0.27,5.1,0.0,0.0,0.06,0.28,14.9,0.054,0.06,33.495
-34.469,636.0,4.0,20,14.3,6.14,24.97,105.4,267.5321,1.14,0.29,0.36,5.6,0.05,1.1,0.09,0.23,14.9,0.063,0.09,33.504
-34.469,636.0,4.0,26,13.33,5.67,25.163,95.4,247.0068,1.56,0.46,0.59,6.9,0.19,4.1,0.16,0.12,14.8,0.081,0.16,33.495
-34.469,636.0,4.0,30,12.83,5.37,25.266,89.5,233.9141,1.26,0.39,0.76,7.7,0.31,6.4,0.23,0.09,9.3,0.092,0.23,33.5
-34.469,636.0,4.0,33,12.57,5.15,25.32,85.3,224.3192,0.95,0.32,0.88,8.3,0.38,8.1,0.26,0.07,4.9,0.1,0.26,33.504
-34.469,636.0,4.0,45,12.05,4.49,25.417,73.6,195.553,0.59,0.3,1.12,10.6,0.09,12.2,0.04,0.05,0.37,0.131,0.04,33.501
-134.308,1795.0,27.0,0,14.26,6.06,24.874,103.9,264.0711,0.65,0.13,0.34,3.1,0.01,0.2,0.12,0.13,6.7,0.0,0.12,33.37
-134.308,1795.0,27.0,2,14.26,6.06,24.874,103.9,264.0711,0.65,0.13,0.34,3.1,0.01,0.2,0.12,0.13,6.7,0.006,0.12,33.37
-134.308,1795.0,27.0,6,14.26,6.06,24.874,103.9,264.0711,0.64,0.13,0.34,3.1,0.01,0.2,0.06,0.14,12.0,0.018,0.06,33.369
-134.308,1795.0,27.0,10,14.25,6.06,24.876,103.9,264.0706,0.65,0.14,0.34,3.1,0.01,0.2,0.03,0.16,10.7,0.031,0.03,33.369
-134.308,1795.0,27.0,15,14.24,6.07,24.883,104.0,264.5045,0.66,0.15,0.33,3.1,0.01,0.2,0.01,0.18,9.1,0.046,0.01,33.375
-134.308,1795.0,27.0,20,14.22,6.07,24.888,104.0,264.5033,0.69,0.14,0.33,3.1,0.01,0.2,0.01,0.16,7.5,0.061,0.01,33.376
-134.308,1795.0,27.0,25,14.21,6.07,24.895,104.0,264.5014,0.73,0.14,0.34,3.2,0.01,0.2,0.02,0.13,5.4,0.077,0.02,33.382
-134.308,1795.0,27.0,30,14.14,6.04,24.932,103.3,263.1847,0.79,0.15,0.35,3.3,0.02,0.3,0.03,0.11,2.1,0.092,0.03,33.411
-134.308,1795.0,27.0,42,13.26,5.58,25.11,93.7,243.0986,0.79,0.35,0.6,5.5,0.11,4.0,0.2,0.06,0.32,0.127,0.2,33.408
-253.899,4109.0,28.0,0,13.3,6.13,24.906,102.9,267.1131,0.49,0.04,0.45,3.7,0.06,1.4,0.04,0.08,3.9,0.0,0.04,33.156
-253.899,4109.0,28.0,2,13.3,6.13,24.906,102.9,267.1131,0.49,0.04,0.45,3.7,0.06,1.4,0.04,0.08,3.9,0.006,0.04,33.156
-253.899,4109.0,28.0,7,13.29,6.13,24.908,102.9,267.1126,0.54,0.03,0.45,3.7,0.06,1.4,0.03,0.08,7.9,0.021,0.03,33.156
-253.899,4109.0,28.0,10,13.29,6.13,24.906,102.9,267.1131,0.54,0.04,0.45,3.7,0.06,1.4,0.02,0.08,7.2,0.03,0.02,33.154
-253.899,4109.0,28.0,16,13.29,6.13,24.908,102.9,267.1126,0.55,0.05,0.45,3.7,0.06,1.4,0.02,0.07,5.7,0.049,0.02,33.156
-253.899,4109.0,28.0,20,13.28,6.13,24.908,102.9,267.1126,0.56,0.05,0.45,3.6,0.06,1.4,0.02,0.07,4.3,0.061,0.02,33.153
-253.899,4109.0,28.0,24,13.29,6.13,24.908,102.9,267.1126,0.56,0.04,0.45,3.6,0.06,1.4,0.03,0.07,2.9,0.073,0.03,33.156
-253.899,4109.0,28.0,30,13.26,6.14,24.913,103.0,267.547,0.54,0.04,0.45,3.7,0.06,1.4,0.03,0.07,0.98,0.091,0.03,33.154
-253.899,4109.0,28.0,43,12.84,6.19,25.005,102.9,269.7015,0.65,0.11,0.53,4.7,0.1,2.6,0.04,0.06,0.12,0.13,0.04,33.166
-373.505,4125.0,24.0,0,15.02,5.83,24.755,101.6,254.0781,0.16,0.05,0.32,2.5,0.0,0.0,0.0,0.05,0.5,0.0,0.0,33.426
-373.505,4125.0,24.0,2,15.02,5.83,24.755,101.6,254.0781,0.16,0.05,0.32,2.5,0.0,0.0,0.0,0.05,0.5,0.006,0.0,33.426
-373.505,4125.0,24.0,10,15.02,5.82,24.753,101.4,253.6428,0.16,0.05,0.32,2.5,0.0,0.0,0.0,0.05,1.7,0.032,0.0,33.423
-373.505,4125.0,24.0,13,15.02,5.82,24.755,101.4,253.6423,0.16,0.05,0.32,2.5,0.0,0.0,0.0,0.05,2.3,0.041,0.0,33.425
-373.505,4125.0,24.0,30,15.02,5.84,24.754,101.7,254.5142,0.15,0.05,0.33,2.4,0.0,0.0,0.03,0.04,1.8,0.096,0.03,33.423
-373.505,4125.0,24.0,32,15.02,5.84,24.756,101.7,254.5137,0.15,0.05,0.33,2.4,0.0,0.0,0.03,0.04,1.7,0.102,0.03,33.426
-373.505,4125.0,24.0,50,15.01,5.83,24.757,101.5,254.0776,0.17,0.05,0.31,2.2,0.0,0.0,0.0,0.04,0.89,0.159,0.0,33.423
-373.505,4125.0,24.0,63,14.94,5.85,24.762,101.7,254.948,0.2,0.06,0.32,2.2,0.0,0.0,0.01,0.03,0.39,0.201,0.01,33.41
-373.505,4125.0,24.0,87,13.35,5.89,24.886,98.9,256.6602,0.36,0.2,0.45,2.9,0.18,1.1,0.11,0.02,0.07,0.277,0.11,33.141
-30.209,572.0,14.0,0,15.58,6.7,24.697,118.1,292.0102,2.39,0.28,0.3,1.8,0.01,0.1,0.34,0.72,60.3,0.0,0.34,33.51
-30.209,572.0,14.0,2,15.58,6.7,24.697,118.1,292.0102,2.39,0.28,0.3,1.8,0.01,0.1,0.34,0.72,60.3,0.006,0.34,33.51
-30.209,572.0,14.0,4,15.61,6.7,24.689,118.2,292.0125,2.25,0.43,0.3,1.9,0.02,0.1,0.1,1.1,60.7,0.013,0.1,33.508
-30.209,572.0,14.0,10,14.61,5.97,24.901,103.2,260.1424,3.19,0.89,0.55,4.7,0.14,2.8,0.38,0.25,51.8,0.032,0.38,33.5
-30.209,572.0,14.0,15,13.91,5.27,25.083,89.8,229.5992,1.17,0.42,0.88,7.2,0.25,7.1,0.88,0.1,6.0,0.047,0.88,33.545
-30.209,572.0,14.0,20,13.48,4.96,25.199,83.8,216.0689,0.65,0.26,1.0,9.3,0.29,9.4,0.52,0.11,1.6,0.061,0.52,33.581
-30.209,572.0,14.0,29,11.58,4.18,25.624,67.9,182.0148,0.23,0.24,1.43,15.3,0.18,16.5,0.06,0.06,0.06,0.084,0.06,33.655
-169.473,4323.0,3.0,0,16.94,5.88,24.025,106.2,256.4398,0.31,0.05,0.38,1.0,0.02,0.3,0.18,0.11,9.0,0.0,0.18,33.039
-169.473,4323.0,3.0,2,16.94,5.88,24.025,106.1,256.4398,0.31,0.05,0.38,1.0,0.02,0.3,0.18,0.11,9.0,0.008,0.18,33.039
-169.473,4323.0,3.0,9,16.78,5.89,24.065,106.0,256.8659,0.34,0.06,0.4,0.9,0.03,0.4,0.06,0.15,13.5,0.035,0.06,33.043
-169.473,4323.0,3.0,10,16.72,5.92,24.083,106.4,258.1697,0.35,0.07,0.41,0.9,0.03,0.5,0.07,0.15,13.3,0.039,0.07,33.048
-169.473,4323.0,3.0,20,15.74,6.16,24.316,108.6,268.5749,0.5,0.21,0.47,1.4,0.05,1.3,0.21,0.14,11.3,0.076,0.21,33.06
-169.473,4323.0,3.0,22,15.64,6.21,24.344,109.3,270.7475,0.54,0.24,0.49,1.6,0.06,1.5,0.26,0.14,10.9,0.083,0.26,33.068
-169.473,4323.0,3.0,30,14.99,6.17,24.596,107.3,268.9374,0.65,0.27,0.53,2.2,0.08,2.3,0.33,0.1,7.0,0.111,0.33,33.21
-169.473,4323.0,3.0,32,15.03,6.16,24.608,107.2,268.4984,0.66,0.28,0.55,2.5,0.09,2.5,0.35,0.09,5.9,0.117,0.35,33.237
-169.473,4323.0,3.0,43,12.01,5.89,24.946,96.1,256.6451,0.53,0.34,0.76,5.3,0.38,4.3,0.58,0.07,1.9,0.152,0.58,32.884
-169.473,4323.0,3.0,50,11.52,6.07,25.05,98.0,264.4615,0.34,0.26,0.84,6.6,0.37,5.8,0.48,0.06,1.2,0.173,0.48,32.902
-169.473,4323.0,3.0,60,11.21,5.96,25.135,95.6,259.6474,0.3,0.19,0.93,7.0,0.45,7.0,0.51,0.04,0.14,0.202,0.51,32.939
-3.224,78.0,25.0,0,17.38,6.04,24.299,110.3,263.3473,2.92,0.62,0.33,5.2,0.04,0.1,0.0,0.55,45.5,0.0,0.0,33.532
-3.224,78.0,25.0,1,17.38,6.04,24.299,110.3,263.3473,2.92,0.62,0.33,5.2,0.04,0.1,0.0,0.55,45.5,0.004,0.0,33.532
-3.224,78.0,25.0,4,17.43,6.03,24.287,110.2,262.9144,3.02,0.5,0.33,5.1,0.04,0.1,0.17,0.49,81.8,0.014,0.17,33.532
-3.224,78.0,25.0,8,17.37,6.03,24.296,110.1,262.9121,3.76,0.8,0.34,5.1,0.04,0.2,0.66,0.52,58.6,0.029,0.66,33.525
-3.224,78.0,25.0,10,13.69,6.09,25.025,103.2,265.3393,3.43,0.78,0.39,5.6,0.05,0.6,0.63,0.44,46.4,0.035,0.63,33.412
-3.224,78.0,25.0,12,15.72,6.12,24.643,108.1,266.7458,3.1,0.76,0.48,6.3,0.07,1.5,0.55,0.33,34.1,0.042,0.55,33.48
-3.224,78.0,25.0,16,13.02,5.87,25.145,98.1,255.724,0.79,0.45,0.74,7.6,0.14,5.3,0.72,0.18,10.3,0.054,0.72,33.393
-3.224,78.0,25.0,20,12.09,5.33,25.344,87.4,232.1541,0.64,0.4,0.96,9.1,0.12,9.2,0.47,0.11,4.6,0.065,0.47,33.417
-3.224,78.0,25.0,23,12.02,4.93,25.369,80.7,214.7264,0.52,0.37,1.09,10.1,0.08,11.5,0.24,0.06,0.24,0.073,0.24,33.432
-119.181,3995.0,12.0,0,17.12,5.62,24.282,102.1,245.0392,0.31,0.06,0.33,1.8,0.0,0.0,0.07,0.12,6.4,0.0,0.07,33.43
-119.181,3995.0,12.0,2,17.12,5.62,24.282,102.1,245.0392,0.31,0.06,0.33,1.8,0.0,0.0,0.07,0.12,6.4,0.007,0.07,33.43
-119.181,3995.0,12.0,9,17.12,5.64,24.282,102.4,245.9112,0.33,0.04,0.32,1.7,0.0,0.0,0.04,0.12,8.1,0.033,0.04,33.429
-119.181,3995.0,12.0,10,17.11,5.64,24.283,102.4,245.9109,0.33,0.04,0.32,1.7,0.0,0.0,0.05,0.12,8.0,0.036,0.05,33.428
-119.181,3995.0,12.0,19,17.1,5.63,24.295,102.2,245.4721,0.37,0.04,0.32,1.7,0.0,0.0,0.08,0.12,5.2,0.069,0.08,33.439
-119.181,3995.0,12.0,20,17.1,5.63,24.292,102.2,245.4728,0.37,0.04,0.32,1.7,0.0,0.0,0.06,0.12,4.8,0.073,0.06,33.436
-119.181,3995.0,12.0,27,17.09,5.64,24.322,102.4,245.9016,0.38,0.08,0.31,1.8,0.01,0.0,0.0,0.1,2.8,0.098,0.0,33.471
-119.181,3995.0,12.0,30,17.02,5.75,24.361,104.2,250.688,0.61,0.13,0.32,1.9,0.01,0.0,0.09,0.12,2.7,0.109,0.09,33.5
-119.181,3995.0,12.0,36,16.11,5.93,24.623,105.6,258.4695,1.23,0.32,0.34,2.0,0.02,0.1,0.26,0.15,2.5,0.129,0.26,33.567
-119.181,3995.0,12.0,48,14.44,5.58,24.979,96.1,243.1297,0.78,0.4,0.69,5.6,0.43,4.1,0.71,0.11,0.14,0.167,0.71,33.553
-63.646,1102.0,15.0,0,16.16,5.73,24.668,102.2,249.7412,1.09,0.24,0.46,2.2,0.08,2.3,0.22,0.24,23.0,0.0,0.22,33.642
-63.646,1102.0,15.0,2,16.16,5.73,24.668,102.2,249.7412,1.09,0.24,0.46,2.2,0.08,2.3,0.22,0.24,23.0,0.007,0.22,33.642
-63.646,1102.0,15.0,5,16.15,5.73,24.669,102.2,249.7409,1.04,0.24,0.47,2.1,0.08,2.3,0.11,0.23,32.9,0.016,0.11,33.641
-63.646,1102.0,15.0,10,16.13,5.71,24.673,101.8,248.8683,1.07,0.24,0.46,2.2,0.08,2.3,0.17,0.22,23.6,0.033,0.17,33.64
-63.646,1102.0,15.0,16,16.1,5.69,24.681,101.4,247.9946,1.05,0.24,0.46,2.2,0.08,2.3,0.24,0.21,11.8,0.052,0.24,33.641
-63.646,1102.0,15.0,20,16.09,5.68,24.679,101.2,247.5593,1.07,0.26,0.44,2.2,0.08,2.3,0.4,0.21,4.8,0.065,0.4,33.635
-63.646,1102.0,15.0,21,16.09,5.68,24.685,101.2,247.5578,1.07,0.27,0.44,2.2,0.08,2.3,0.44,0.21,3.3,0.068,0.44,33.643
-63.646,1102.0,15.0,30,14.21,5.15,25.106,88.4,224.3661,1.3,0.45,0.79,6.9,0.15,7.4,0.29,0.12,0.39,0.096,0.29,33.656
